@relation SpotifySongs-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute track_name string
@attribute artist(s)_name string
@attribute artist_count numeric
@attribute released_year numeric
@attribute released_month numeric
@attribute released_day numeric
@attribute in_spotify_playlists numeric
@attribute in_spotify_charts numeric
@attribute streams numeric
@attribute in_apple_playlists numeric
@attribute in_apple_charts numeric
@attribute in_deezer_playlists numeric
@attribute in_deezer_charts numeric
@attribute in_shazam_charts numeric
@attribute bpm numeric
@attribute key {A#,A,B,C#,D#,D,E,F#,F,G#,G,none}
@attribute danceability numeric
@attribute valence numeric
@attribute energy numeric
@attribute acousticness numeric
@attribute instrumentalness numeric
@attribute liveness numeric
@attribute speechiness numeric
@attribute cover_url string
@attribute class {Major,Minor}

@data
'Lavender Haze','Taylor Swift',0,0.989247,0.818182,0.666667,0.070592,0.054422,0.131857,0.075893,0.156364,0.003073,0.172414,0.000689,0.22695,A#,0.684932,0.064516,0.397727,0.268041,0,0.138298,0.096774,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Major
'\'Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )\'','WizKid  Toian  Metro Boomin  Don Toliver  Beam',0.571429,1,0.454545,0.033333,0.00314,0,0.008844,0.004464,0.036364,0.000243,0,0,0.255319,F,0.945205,0.591398,0.477273,0.42268,0.56044,0.244681,0.096774,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,Major
Efecto,'Bad Bunny',0,0.989247,0.363636,0.166667,0.075151,0.22449,0.282804,0.050595,0.236364,0.003477,0.103448,0.001378,0.234043,G,0.780822,0.204301,0.443182,0.14433,0,0.031915,0.048387,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Minor
'Erro Gostoso - Ao Vivo','Simone Mendes',0,1,0,0.866667,0.018026,0.034014,0.04143,0.011905,0.207273,0.006145,0.034483,0.03377,0.631206,F#,0.493151,0.634409,0.909091,0.185567,0,0.819149,0.112903,https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d,Major
Cupido,Tini,0,1,0.090909,0.433333,0.022869,0.163265,0.058768,0.075893,0.105455,0.005094,0.068966,0.037216,0.390071,A,0.931507,0.634409,0.556818,0.536082,0,0.297872,0.322581,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d,Major
'Just Wanna Rock','Lil Uzi Vert',0,0.989247,0.818182,0.533333,0.074981,0.088435,0.123433,0.107143,0.098182,0.0038,0,0,0.602837,B,0.356164,0,0.522727,0.072165,0,0.031915,0.016129,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f,Major
Unstoppable,Sia,0,0.924731,0,0.666667,0.144703,0.088435,0.253744,0.177083,0.24,0.092585,0.034483,0,0.77305,A,0.328767,0.247312,0.784091,0.113402,0,0.074468,0.096774,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,Major
'Until I Found You','Stephen Sanchez',0,0.978495,0.727273,0,0.083152,0.027211,0.196127,0.102679,0.363636,0.012452,0.344828,0.301861,0.971631,A#,0.150685,0.225806,0.477273,0.71134,0,0.159574,0.032258,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244,Major
'Rich Flex','Drake  21 Savage',0.142857,0.989247,0.909091,0.1,0.087503,0.122449,0.154872,0.125,0.305455,0.003396,0,0.015851,0.624113,B,0.452055,0.408602,0.488636,0.051546,0,0.351064,0.354839,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Minor
'Easy On Me',Adele,0,0.978495,0.818182,0.433333,0.192256,0.136054,0.37963,0.383929,0.316364,0.053125,0.37931,0.006203,0.546099,F,0.506849,0.096774,0.318182,0.597938,0,0.106383,0.016129,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,Major
'Cartï¿½ï¿½o B','MC Caverinha  KayBlack',0.142857,1,0.363636,0.333333,0.004502,0.027211,0.019323,0.010417,0.007273,0.002426,0.017241,0.007581,0.304965,A,0.835616,0.548387,0.431818,0.268041,0,0.180851,1,'Not Found',Minor
'Danger (Spider) (Offset & JID)','Offset  JID',0.142857,1,0.454545,0.033333,0.003462,0,0.006742,0.004464,0.010909,0.000485,0,0,0.553191,B,0.821918,0.225806,0.681818,0.041237,0,0.212766,0.16129,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,Major
'Oi Balde - Ao Vivo','Zï¿½ï¿½ Neto & Crist',0,1,0.090909,0.433333,0.015397,0.013605,0.039271,0.017857,0.207273,0.0038,0.017241,0.022743,0.304965,D,0.60274,0.548387,0.659091,0.618557,0,0.819149,0.048387,'Not Found',Major
'The Real Slim Shady',Eminem,0,0.752688,0,0,0.392154,0.183673,0.384619,0.120536,0.192727,0.264494,0.017241,0.011716,0.276596,F,0.986301,0.795699,0.647727,0.030928,0,0.010638,0.064516,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,Minor
MERCHO,'Migrantes  LiL CaKe  Nico Valdi',0.285714,0.989247,1,0.5,0.023379,0.136054,0.062456,0.061012,0.08,0.004528,0.068966,0.057891,0.198582,F#,0.835616,0.989247,0.795455,0.443299,0,0.159574,0.145161,'Not Found',Minor
'The Color Violet','Tory Lanez',0,0.978495,1,0.3,0.04831,0.217687,0.112295,0.004464,0.287273,0.001698,0.017241,0.037216,0.283688,F#,0.575342,0.451613,0.5,0.164948,0,0.06383,0.048387,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,Minor
'Glimpse of Us',Joji,0,0.989247,0.454545,0.3,0.119148,0.040816,0.266885,0.162202,0.152727,0.012776,0.051724,0.021365,0.744681,G#,0.287671,0.247312,0.261364,0.917526,0,0.117021,0.048387,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7,Major
'Mejor Que Yo','Mambo Kingz  DJ Luian  Anuel Aa',0.285714,1,0.363636,0.1,0.012182,0.006803,0.013727,0.013393,0.047273,0.000889,0,0.000689,0.801418,C#,0.534247,0.55914,0.647727,0.185567,0,0.095745,0.048387,'Not Found',Minor
Curtains,'Ed Sheeran',0,1,0.363636,0.133333,0.012938,0,0.01077,0.05506,0.010909,0.002183,0,0.034459,0.787234,F#,0.369863,0.430108,0.761364,0.103093,0,0.308511,0.048387,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,Minor
'UNFORGIVEN (feat. Nile Rodgers)','Nile Rodgers  LE SSERAFIM',0.142857,1,0.363636,0,0.005599,0.088435,0.024847,0.020833,0.4,0.000728,0,0.03377,0.276596,E,0.780822,0.365591,0.897727,0.113402,0,0.085106,0.048387,'Not Found',Minor
Haegeum,'Agust D',0,1,0.272727,0.666667,0.004029,0.081633,0.032076,0.008929,0.305455,0.000809,0.034483,0.006203,0.141844,G,0.643836,0.849462,0.852273,0.319588,0,0.468085,0.451613,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e,Major
'Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ','Rich The Kid  Matuï¿',0.142857,1,0.272727,0.966667,0.006696,0.027211,0.020851,0.025298,0.025455,0.003315,0.017241,0.019986,0.368794,F#,0.739726,0.698925,0.556818,0.402062,0,0.244681,0.048387,'Not Found',Minor
'MIENTRAS ME CURO DEL CORA','Karol G',0,1,0.090909,0.766667,0.018707,0.238095,0.055724,0.022321,0.094545,0.002426,0.103448,0,0.106383,none,0.39726,0.569892,0.443182,0.886598,0,0.12766,0.596774,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,Major
'Never Felt So Alone',Labrinth,0,1,0.272727,0.2,0.032137,0.020408,0.03179,0.068452,0.018182,0.004124,0,0.013784,0.234043,F,0.287671,0.344086,0.363636,0.515464,0,0.37234,0.048387,https://i.scdn.co/image/ab67616d0000b2737dda6cb97a57f116f6fbf0be,Major
'X SI VOLVEMOS','Karol G  Romeo Santos',0.142857,1,0.090909,0.033333,0.039647,0.22449,0.071984,0.066964,0.290909,0.004286,0.137931,0.002757,0.801418,C#,0.767123,0.580645,0.784091,0.350515,0,0.085106,0.370968,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,Minor
ceilings,'Lizzy McAlpine',0,0.989247,0.272727,0.233333,0.060737,0.061224,0.079156,0.099702,0.2,0.003881,0,0.004135,0.588652,A,0.383562,0.247312,0.272727,0.494845,0,0.202128,0.016129,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3,Major
Cupid,'Fifty Fifty',0,1,0.090909,0.766667,0.009363,0.068027,0.037711,0.022321,0.338182,0.002426,0,0.220538,0.390071,D,0.739726,0.967742,0.647727,0.670103,0,0.37234,0.016129,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,Major
'I AM',IVE,0,1,0.272727,0.3,0.006337,0.102041,0.033243,0.02381,0.370909,0.000566,0,0.037905,0.404255,E,0.616438,0.365591,0.897727,0.010309,0,0.053191,0.048387,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8,Minor
'Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe','sped up 8282',0,0.72043,0,0,0.008342,0.013605,0.028014,0,0,0.000485,0,0,0.560284,F,0.69863,0.763441,0.727273,0.43299,0,0.06383,0.032258,'Not Found',Major
'Shorty Party','Cartel De Santa  La Kelly',0.142857,1,0.181818,0.1,0.007585,0.081633,0.043977,0.011905,0.050909,0.00097,0.034483,0.022743,0.219858,D,0.958904,0.462366,0.431818,0.340206,0,0.074468,0.548387,https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce,Major
Super,SEVENTEEN,0,1,0.272727,0.766667,0.00454,0.081633,0.024628,0.02381,0.374545,0.000728,0,0.037905,0.510638,G#,0.739726,0.333333,0.897727,0.164948,0,0.148936,0.112903,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,Major
'Slut Me Out','NLE Choppa',0,0.989247,0.272727,0.7,0.014849,0.027211,0.051429,0.03125,0.014545,0.001051,0,0.002757,0.397163,F#,0.972603,0.72043,0.590909,0.123711,0,0.531915,0.645161,https://i.scdn.co/image/ab67616d0000b27349a4f6c9a637e02252a0076d,Minor
'Double Fantasy (with Future)','The Weeknd  Future',0.142857,1,0.272727,0.666667,0.021526,0,0.025967,0.053571,0.236364,0.002264,0,0,0.382979,A,0.506849,0.064516,0.545455,0.010309,0,0.5,0.016129,https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705,Minor
'All Of The Girls You Loved Before','Taylor Swift',0,0.956989,0.636364,0.733333,0.023663,0.040816,0.050012,0.03869,0.021818,0.001536,0,0.003446,0.219858,D,0.671233,0.387097,0.431818,0.731959,0,0.106383,0.032258,https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17,Major
PROVENZA,'Karol G',0,0.989247,0.272727,0.666667,0.124009,0.231293,0.238962,0.169643,0.378182,0.011886,0.189655,0.013784,0.326241,C#,0.876712,0.526882,0.488636,0.680412,0.010989,0.085106,0.048387,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,Major
'Princess Diana (with Nicki Minaj)','Nicki Minaj  Ice Spice',0.142857,1,0.272727,0.433333,0.026727,0.027211,0.028346,0,0,0,0,0,0.588652,A,0.917808,0.752688,0.670455,0.14433,0,0.074468,0.274194,'Not Found',Major
'Di Que Si','Grupo Marca Registrada  Grupo Frontera',0.142857,1,0.090909,0.066667,0.006148,0.068027,0.039766,0.005952,0.232727,0.000323,0.034483,0.0255,0.829787,A,0.465753,0.817204,0.568182,0.082474,0,0.031915,0.048387,https://i.scdn.co/image/ab67616d0000b273aab35973ece2916fb24244fe,Major
Shivers,'Ed Sheeran',0,0.978495,0.727273,0.266667,0.191348,0.204082,0.351571,0.348214,0.258182,0.043907,0.310345,0,0.539007,D,0.767123,0.83871,0.875,0.28866,0,0.010638,0.112903,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,Major
'Igualito a Mi Apï¿','Fuerza Regida  Peso Pluma',0.142857,0.989247,1,0.966667,0.004426,0.040816,0.042914,0.011905,0.305455,0.000404,0.017241,0.002757,0.567376,E,0.726027,0.817204,0.818182,0.195876,0,0.031915,0.112903,'Not Found',Minor
'Shoong! (feat. LISA of BLACKPINK)','TAEYANG  Lisa',0.142857,1,0.272727,0.8,0.006053,0.061224,0.020764,0.02381,0.327273,0.000809,0,0.044108,0.319149,B,0.726027,0.236559,0.693182,0.010309,0,0.404255,0.064516,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,Minor
Komang,'Raim Laode',0,0.989247,0.636364,0.5,0.002402,0.027211,0.037021,0.00744,0.021818,0.000081,0.017241,0.012405,0.489362,G,0.643836,0.333333,0.363636,0.42268,0,0.074468,0.016129,https://i.scdn.co/image/ab67616d0000b273f20ec6ba1f431a90dbf2e8b6,Major
DESPECHï¿,ROSALï¿½,0,0.989247,0.545455,0.9,0.143416,0.22449,0.211228,0.267857,0.327273,0.034123,0.258621,0.037905,0.460993,G,0.945205,0.795699,0.602273,0.185567,0,0.031915,0.129032,'Not Found',Major
'Made You Look','Meghan Trainor',0,0.989247,0.818182,0.666667,0.074243,0.040816,0.135688,0.21131,0.083636,0.010269,0.051724,0.011027,0.567376,A#,0.835616,0.903226,0.5,0.360825,0,0.053191,0.080645,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff,Major
'Watch This - ARIZONATEARS Pluggnb Remix','sped up nightcore  ARIZONATEARS  Lil Uzi Vert',0.285714,1,0.090909,0.133333,0.030397,0.068027,0.055895,0,0,0.001698,0,0,0.460993,B,0.630137,0.344086,0.920455,0.010309,0.10989,0.12766,0.032258,'Not Found',Minor
'No Se Va','Grupo Frontera',0,0.989247,0.272727,0.9,0.016891,0.122449,0.109313,0.025298,0.290909,0.001779,0.155172,0.026189,0.765957,none,0.493151,0.698925,0.5,0.123711,0,0.212766,0.016129,https://i.scdn.co/image/ab67616d0000b273042b5cc9a1a0a97cfc005ee8,Major
'Punto G',Quevedo,0,0.989247,0.909091,0.1,0.036961,0.238095,0.102907,0.050595,0.094545,0.002992,0.086207,0.000689,0.191489,B,0.712329,0.548387,0.761364,0.257732,0,0.074468,0.209677,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,Minor
'Lovers Rock','TV Girl',0,0.903226,0.454545,0.133333,0.119318,0.088435,0.125875,0.004464,0.003636,0.002911,0.017241,0.0255,0.283688,F,0.452055,0.569892,0.886364,0,0.010989,0.074468,0.032258,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,Minor
METAMORPHOSIS,INTERWORLD,0,0.978495,0.909091,0.8,0.028941,0.163265,0.096541,0.026786,0.283636,0.001941,0,0.020675,0.780142,G,0.493151,0.11828,0.625,0.443299,0.989011,0.095745,0.129032,https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e,Minor
'Mami Chula','Quevedo  Jhayco',0.142857,1,0.272727,0.866667,0.015965,0.027211,0.016497,0.025298,0.047273,0.002183,0,0.029635,0.390071,G,0.780822,0.311828,0.693182,0.226804,0,0.06383,0.032258,'Not Found',Minor
'En Paris','El Chachito  Junior H',0.142857,0.989247,1,0.766667,0.007093,0.034014,0.053531,0.004464,0.112727,0.000162,0.017241,0,0.524823,D#,0.643836,0.784946,0.443182,0.381443,0,0.095745,0.048387,https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5,Minor
'Set Me Free Pt.2',Jimin,0,1,0.181818,0.533333,0.005845,0.088435,0.045478,0.005952,0.258182,0.001294,0.017241,0.006203,0.475177,none,0.493151,0.55914,0.829545,0.123711,0,0.095745,0.064516,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4,Minor
'I Was Never There','The Weeknd  Gesaffelstein',0.142857,0.946237,0.181818,0.933333,0.078631,0.102041,0.190466,0.044643,0.254545,0.011482,0,0.018608,0.347518,A#,0.123288,0.139785,0.738636,0.14433,0,0.148936,0.016129,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,Major
'Dont ever say love me (feat. RM of BTS)','RM  Colde',0.142857,1,0.363636,0.1,0.0014,0,0.009314,0.00744,0.032727,0.000404,0,0,0.567376,B,0.424658,0.16129,0.443182,0.371134,0,0.361702,0.048387,'Not Found',Minor
'Shut Down',BLACKPINK,0,0.989247,0.727273,0.5,0.028241,0.115646,0.13018,0.078869,0.436364,0.005013,0,0.001378,0.319149,none,0.808219,0.677419,0.681818,0,0,0.159574,0.032258,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,Major
'Gato de Noche','Nengo Flow  Bad Bunny',0.142857,0.989247,1,0.7,0.049558,0.204082,0.082107,0.03125,0.2,0.002588,0.051724,0,0.205674,G#,0.90411,0.612903,0.647727,0.175258,0,0.351064,0.225806,https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058,Major
'Call Out My Name','The Weeknd',0,0.946237,0.181818,0.933333,0.209129,0.040816,0.391425,0.224702,0.389091,0.064769,0.017241,0.072364,0.489362,C#,0.30137,0.139785,0.579545,0.216495,0,0.319149,0.032258,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,Major
'Like Crazy (English Version)',Jimin,0,1,0.181818,0.766667,0.006469,0.129252,0.046876,0.005952,0.261818,0.000404,0,0.003446,0.390071,G,0.534247,0.301075,0.761364,0,0,0.382979,0.032258,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,Major
'Rosa Pastel','Jasiel Nuï¿½ï¿½ez  Peso P',0.142857,1,0.090909,0.033333,0.003197,0.027211,0.024305,0.011905,0.28,0.000162,0.017241,0.000689,0.411348,G,0.643836,0.88172,0.670455,0.247423,0,0.085106,0.032258,'Not Found',Minor
Sunroof,'Nicky Youre  Dazy',0.142857,0.978495,1,0.066667,0.070176,0.115646,0.176221,0.232143,0.127273,0.008895,0.327586,0,0.468085,A#,0.739726,0.860215,0.704545,0.360825,0,0.12766,0.032258,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,Major
'Lose Yourself - Soundtrack Version',Eminem,0,0.774194,0,0,0.614202,0.142857,0.494072,0.36756,0.196364,0.45015,0.017241,0.035148,0.751773,D,0.643836,0.021505,0.727273,0.010309,0,0.351064,0.387097,'Not Found',Major
Superman,'Eminem  Dina Rae',0.142857,0.774194,0.363636,0.833333,0.143454,0.095238,0.176966,0.026786,0.185455,0.081265,0,0,0.460993,E,0.780822,0.645161,0.761364,0.020619,0,0.180851,0.064516,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,Minor
'Mas Rica Que Ayer','Mambo Kingz  DJ Luian  Anuel Aa',0.285714,1,0.181818,0.033333,0.022263,0.231293,0.039528,0.014881,0.149091,0.001617,0,0.000689,0.205674,B,0.808219,0.526882,0.659091,0.350515,0,0.06383,0.096774,'Not Found',Major
'People Pt.2 (feat. IU)','IU  Agust D',0.142857,1,0.272727,0.2,0.003367,0.027211,0.025868,0.005952,0.163636,0.000889,0.034483,0.01654,0.170213,G,0.684932,0.430108,0.545455,0.402062,0,0.308511,0.064516,'Not Found',Minor
'REMIX EXCLUSIVO',Feid,0,1,0.181818,0.533333,0.022774,0.061224,0.031644,0.029762,0.029091,0.001213,0,0.004135,0.156028,F,0.575342,0.72043,0.534091,0.041237,0,0.12766,0.290323,https://i.scdn.co/image/ab67616d0000b273adf20f92c3153248fd7aac9e,Minor
'\'Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol\'','Arcangel  Bizarrap',0.142857,1,0.181818,0.7,0.011784,0.020408,0.027108,0.016369,0.010909,0.001455,0.017241,0.000689,0.41844,B,0.671233,0.806452,0.784091,0.56701,0,0.12766,0.451613,'Not Found',Minor
DOGTOOTH,'Tyler  The Creator',0.142857,1,0.181818,0.866667,0.027389,0,0.021803,0.034226,0,0.001455,0,0.022743,0.092199,G#,0.657534,0.817204,0.636364,0.525773,0,0.202128,0.483871,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca,Major
0.440972222222222,'Tiï¿½ï¿½sto  Tate M',0.142857,0.989247,0.909091,0,0.092893,0.176871,0.087905,0.282738,0.378182,0.011886,0.310345,0.043418,0.390071,G#,0.643836,0.709677,0.795455,0.072165,0,0.159574,0.129032,'Not Found',Major
'SORRY NOT SORRY','Tyler  The Creator',0.142857,1,0.181818,1,0.012825,0,0.015786,0.011905,0.003636,0.001051,0,0,0.219858,F#,0.342466,0.494624,0.806818,0.412371,0,0.361702,0.290323,'Not Found',Minor
HAPPY,NF,0,1,0.181818,0.8,0.011898,0,0.014234,0.032738,0.025455,0.000889,0,0.053756,0.29078,G,0.684932,0.193548,0.875,0.319588,0,0.095745,0.032258,https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439,Major
'La Bebe','Yng Lvcas',0,0.978495,1,0.766667,0.008663,0.115646,0.051822,0.005952,0.04,0.000404,0.017241,0.001378,0.744681,D,0.753425,0.763441,0.420455,0.639175,0,0.095745,0.532258,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9,Minor
'I Know - PR1SVX Edit','Kanii  PR1ISVX',0.142857,1,0.181818,0.766667,0.007112,0,0.02089,0.02381,0.054545,0.000404,0,0.000689,0.489362,B,0.60274,0.075269,0.761364,0.082474,0.516484,0.287234,0.080645,https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d,Minor
'Late Night Talking','Harry Styles',0,0.989247,0.363636,0.633333,0.140541,0.054422,0.200786,0.247024,0.152727,0.016091,0.275862,0.039972,0.35461,A#,0.657534,0.924731,0.727273,0.309278,0,0.085106,0.048387,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Major
Leï¿½,'Marï¿½ï¿½lia Mendo',0,0.989247,1,0.266667,0.018197,0.027211,0.072299,0.044643,0.305455,0.007116,0.017241,0.019297,0.460993,F#,0.69863,0.806452,0.886364,0.463918,0,0.287234,0.016129,'Not Found',Major
'Save Your Tears (with Ariana Grande) (Remix)','Ariana Grande  The Weeknd',0.142857,0.967742,0.181818,0.633333,0.172698,0.034014,0.329872,0.357143,0.356364,0.037843,0.051724,0.006892,0.375887,none,0.575342,0.634409,0.795455,0.030928,0,0.074468,0.016129,'Not Found',Major
'Something in the Orange','Zach Bryan',0,0.989247,0.272727,0.7,0.061494,0.081633,0.121413,0.099702,0.305455,0.00372,0.275862,0.080634,0.319149,G,0.493151,0.193548,0.329545,0.43299,0,0.095745,0.016129,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,Major
VOID,'Melanie Martinez',0,1,0.181818,0.933333,0.010687,0,0.018107,0.043155,0.032727,0.00097,0,0.035837,0.248227,A,0.671233,0.408602,0.647727,0.185567,0.043956,0.170213,0.032258,https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977,Major
'Dijeron Que No La Iba Lograr','Fuerza Regida  Chino Pacas',0.142857,1,0.181818,0.433333,0.005467,0.040816,0.031408,0.00744,0.174545,0.000162,0.017241,0.006203,0.546099,G,0.643836,0.774194,0.795455,0.268041,0,0.085106,0.080645,'Not Found',Minor
'Midnight Rain','Taylor Swift',0,0.989247,0.818182,0.666667,0.048821,0.027211,0.117,0.028274,0.105455,0.001698,0,0,0.531915,none,0.561644,0.150538,0.318182,0.742268,0,0.095745,0.080645,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Major
'If We Ever Broke Up','Mae Stephens',0,1,0.090909,0.3,0.038001,0.027211,0.044705,0.120536,0.098182,0.005337,0.155172,0.305996,0.361702,G,0.917808,0.989247,0.727273,0.639175,0,0.06383,0.032258,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f,Major
'You Proof','Morgan Wallen',0,0.989247,0.363636,0.4,0.039666,0.061224,0.099304,0.05506,0.32,0.000728,0,0.009649,0.390071,A,0.684932,0.645161,0.863636,0.257732,0,0.617021,0.016129,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,Major
'LA INOCENTE','Feid  Mora',0.142857,0.989247,0.272727,0,0.048556,0.251701,0.128792,0.041667,0.207273,0.003477,0.137931,0.05858,0.191489,F,0.726027,0.451613,0.795455,0.319588,0,0.042553,0.064516,'Not Found',Minor
'Malas Decisiones','Kenia OS',0,0.989247,0.818182,0.833333,0.009666,0.013605,0.042175,0.034226,0.007273,0.001698,0,0,0.319149,G#,0.794521,0.645161,0.795455,0.051546,0,0.297872,0.016129,https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8,Minor
'Murder In My Mind',Kordhell,0,0.989247,0,0.666667,0.045927,0.136054,0.121181,0.029762,0.247273,0.004043,0,0.015162,0.390071,A#,0.657534,0.569892,1,0.010309,0,0.106383,0.145161,https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150,Major
'Gangstas Paradise','Coolio  L.V.',0.142857,0.698925,0.545455,0.333333,0.200371,0.115646,0.366535,0.03125,0,0.031212,0,0,0.106383,G#,0.547945,0.387097,0.590909,0.092784,0,0.56383,0.064516,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc,Major
CAIRO,'Karol G  Ovy On The Drums',0.142857,0.989247,0.909091,0.4,0.045151,0.176871,0.07947,0.077381,0.24,0.004447,0.017241,0.011027,0.35461,F,0.986301,0.419355,0.681818,0.484536,0,0.06383,0.467742,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,Minor
'I Love You So','The Walters',0,0.903226,0.909091,0.9,0.14196,0.047619,0.26247,0.065476,0.069091,0.010916,0,0.004135,0.078014,A#,0.479452,0.451613,0.659091,0.670103,0,0.106383,0.032258,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,Major
'Dark Red','Steve Lacy',0,0.935484,0.090909,0.633333,0.19672,0.047619,0.248399,0.105655,0.192727,0.014636,0,0.006892,0.758865,F#,0.506849,0.784946,0.784091,0.463918,0,0.095745,0.064516,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,Major
'Say You Wont Let Go','James Arthur',0,0.924731,0.727273,0.266667,0.296801,0.108844,0.653491,0.34375,0.134545,0.122018,0,0.008959,0.241135,A#,0.232877,0.44086,0.534091,0.71134,0,0.06383,0.048387,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,Major
'The Hills','The Weeknd',0,0.913978,0.363636,0.866667,0.486371,0.027211,0.525763,0.181548,0.341818,0.161074,0,0.012405,0.503546,none,0.178082,0.086022,0.545455,0.092784,0,0.117021,0.096774,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,Minor
'Heart To Heart','Mac DeMarco',0,0.956989,0.363636,0.3,0.030435,0,0.066054,0.040179,0.098182,0.002345,0.017241,0.000689,0.602837,G#,0.917808,0.645161,0.056818,0.690722,0.384615,0.085106,0.129032,https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672,Minor
'Peaches (from The Super Mario Bros. Movie)','Jack Black',0,1,0.272727,0.2,0.000057,0,0.018417,0,0,0,0,0,0.191489,A#,0.657534,0.397849,0.25,0.814433,0,0.074468,0.048387,'Not Found',Minor
'Marisola - Remix','Duki  NICKI NICOLE  Cris Mj  Standly  Stars Music Chile',0.571429,0.989247,1,0.466667,0.034313,0.108844,0.060363,0.029762,0.029091,0.002426,0.034483,0,0.212766,C#,0.739726,0.731183,0.886364,0.175258,0,0.042553,0.048387,'Not Found',Major
